Case ID,Activity,Complete Timestamp,Variant,Variant index,LISTADO DE ESTUDIANTES CON ALGÚN CRÉDITO EN LA CUENTA CORRIENTE ACADÉMICA DE MATERIAS DE AN PLAN 2019,Column 2,Column 3,Column 4,Column 5,Column 8,Column 9,Column 10,Column 11,Column 12
806,1479 - Programación 1,2019-12-16 00:00:00.000,Variant 126,126,1225,Agosto-setiembre 2019,53927,1479,Programación 1,P,ELI,0,por dictado,
806,1479 - Programación 1,2019-12-16 00:00:00.000,Variant 126,126,1235,Marzo-abril 2020,55931,1479,Programación 1,P,ELI,0,por dictado,
806,1479 - Programación 1,2019-12-16 00:00:00.000,Variant 126,126,1244,Agosto-setiembre 2020,56693,1479,Programación 1,P,ELI,0,por dictado,
806,1479 - Programación 1,2019-12-16 00:00:00.000,Variant 126,126,1259,Marzo-abril 2021,58132,1479,Programación 1,P,ELI,0,por dictado,
806,6402 - Administración general,2019-12-19 00:00:00.000,Variant 126,126,1225,Agosto-setiembre 2019,53929,6402,Administración general,P,ELI,0,por dictado,
806,6402 - Administración general,2019-12-19 00:00:00.000,Variant 126,126,1235,Marzo-abril 2020,55933,6402,Administración general,P,ELI,0,por dictado,
806,6402 - Administración general,2020-07-29 00:00:00.000,Variant 126,126,1225,Agosto-setiembre 2019,53929,6402,Administración general,P,APR,86,por dictado,
806,6402 - Administración general,2020-07-29 00:00:00.000,Variant 126,126,1225,Agosto-setiembre 2019,53929,6402,Administración general,T,APR,86,por dictado,
806,6402 - Administración general,2020-07-29 00:00:00.000,Variant 126,126,1235,Marzo-abril 2020,55933,6402,Administración general,T,APR,86,por dictado,
806,6402 - Administración general,2020-07-29 00:00:00.000,Variant 126,126,1235,Marzo-abril 2020,55933,6402,Administración general,P,APR,86,por dictado,
806,1479 - Programación 1,2020-08-04 00:00:00.000,Variant 126,126,1225,Agosto-setiembre 2019,53927,1479,Programación 1,P,ELI,0,por dictado,
806,1479 - Programación 1,2020-08-04 00:00:00.000,Variant 126,126,1235,Marzo-abril 2020,55931,1479,Programación 1,P,ELI,0,por dictado,
806,1479 - Programación 1,2020-08-04 00:00:00.000,Variant 126,126,1244,Agosto-setiembre 2020,56693,1479,Programación 1,P,ELI,0,por dictado,
806,1479 - Programación 1,2020-08-04 00:00:00.000,Variant 126,126,1259,Marzo-abril 2021,58132,1479,Programación 1,P,ELI,0,por dictado,
806,7109 - Fundamentos de matemática,2020-08-17 00:00:00.000,Variant 126,126,1216,Marzo-abril 2019,52601,7109,Fundamentos de matemática,T,APR,73,por examen,
806,"7680 - Marketing, mercados y productos digitales",2020-12-17 00:00:00.000,Variant 126,126,1244,Agosto-setiembre 2020,57043,7680,"Marketing, mercados y productos digitales",P,APR,71,por dictado,
806,1479 - Programación 1,2020-12-21 00:00:00.000,Variant 126,126,1225,Agosto-setiembre 2019,53927,1479,Programación 1,P,ELI,0,por dictado,
806,1479 - Programación 1,2020-12-21 00:00:00.000,Variant 126,126,1235,Marzo-abril 2020,55931,1479,Programación 1,P,ELI,0,por dictado,
806,6406 - Fundamentos de sistemas de información,2020-12-21 00:00:00.000,Variant 126,126,1244,Agosto-setiembre 2020,57037,6406,Fundamentos de sistemas de información,P,APR,76,por dictado,
806,1479 - Programación 1,2020-12-21 00:00:00.000,Variant 126,126,1244,Agosto-setiembre 2020,56693,1479,Programación 1,P,ELI,0,por dictado,
806,1479 - Programación 1,2020-12-21 00:00:00.000,Variant 126,126,1259,Marzo-abril 2021,58132,1479,Programación 1,P,ELI,0,por dictado,
806,"7680 - Marketing, mercados y productos digitales",2021-02-01 00:00:00.000,Variant 126,126,1244,Agosto-setiembre 2020,57043,7680,"Marketing, mercados y productos digitales",T,APR,70,por examen,
806,6406 - Fundamentos de sistemas de información,2021-02-10 00:00:00.000,Variant 126,126,1244,Agosto-setiembre 2020,57037,6406,Fundamentos de sistemas de información,T,APR,76,por examen,
806,1479 - Programación 1,2021-07-19 00:00:00.000,Variant 126,126,1225,Agosto-setiembre 2019,53927,1479,Programación 1,P,APR,80,por dictado,
806,1479 - Programación 1,2021-07-19 00:00:00.000,Variant 126,126,1235,Marzo-abril 2020,55931,1479,Programación 1,P,APR,80,por dictado,
806,1479 - Programación 1,2021-07-19 00:00:00.000,Variant 126,126,1244,Agosto-setiembre 2020,56693,1479,Programación 1,P,APR,80,por dictado,
806,7698 - Lógica y Matemática Discreta,2021-07-19 00:00:00.000,Variant 126,126,1259,Marzo-abril 2021,57858,7698,Lógica y Matemática Discreta,P,ELI,0,por dictado,
806,1479 - Programación 1,2021-07-19 00:00:00.000,Variant 126,126,1259,Marzo-abril 2021,58132,1479,Programación 1,P,APR,80,por dictado,
806,7698 - Lógica y Matemática Discreta,2021-07-19 00:00:00.000,Variant 126,126,1315,Agosto-setiembre 2021,59683,7698,Lógica y Matemática Discreta,P,ELI,0,por dictado,
806,1479 - Programación 1,2021-07-29 00:00:00.000,Variant 126,126,1225,Agosto-setiembre 2019,53927,1479,Programación 1,T,ELI,0,por examen,
806,1479 - Programación 1,2021-07-29 00:00:00.000,Variant 126,126,1235,Marzo-abril 2020,55931,1479,Programación 1,T,ELI,0,por examen,
806,1479 - Programación 1,2021-07-29 00:00:00.000,Variant 126,126,1244,Agosto-setiembre 2020,56693,1479,Programación 1,T,ELI,0,por examen,
806,1479 - Programación 1,2021-07-29 00:00:00.000,Variant 126,126,1259,Marzo-abril 2021,58132,1479,Programación 1,T,ELI,0,por examen,
806,7894 - Taller de visualización de datos y storytelling,2021-08-30 00:00:00.000,Variant 126,126,1314,Talleres julio-agosto 2021,59379,7894,Taller de visualización de datos y storytelling,P,APR,96,por dictado,
806,7894 - Taller de visualización de datos y storytelling,2021-08-30 00:00:00.000,Variant 126,126,1314,Talleres julio-agosto 2021,59379,7894,Taller de visualización de datos y storytelling,T,APR,96,por dictado,
806,1743 - Programación 2,2021-12-14 00:00:00.000,Variant 126,126,1315,Agosto-setiembre 2021,59680,1743,Programación 2,P,APR,76,por dictado,
806,7698 - Lógica y Matemática Discreta,2021-12-16 00:00:00.000,Variant 126,126,1259,Marzo-abril 2021,57858,7698,Lógica y Matemática Discreta,P,ELI,0,por dictado,
806,7698 - Lógica y Matemática Discreta,2021-12-16 00:00:00.000,Variant 126,126,1315,Agosto-setiembre 2021,59683,7698,Lógica y Matemática Discreta,P,ELI,0,por dictado,
806,1479 - Programación 1,2022-02-07 00:00:00.000,Variant 126,126,1225,Agosto-setiembre 2019,53927,1479,Programación 1,T,APR,71,por examen,
806,1479 - Programación 1,2022-02-07 00:00:00.000,Variant 126,126,1235,Marzo-abril 2020,55931,1479,Programación 1,T,APR,71,por examen,
806,1479 - Programación 1,2022-02-07 00:00:00.000,Variant 126,126,1244,Agosto-setiembre 2020,56693,1479,Programación 1,T,APR,71,por examen,
806,1479 - Programación 1,2022-02-07 00:00:00.000,Variant 126,126,1259,Marzo-abril 2021,58132,1479,Programación 1,T,APR,71,por examen,
806,1743 - Programación 2,2022-02-23 00:00:00.000,Variant 126,126,1315,Agosto-setiembre 2021,59680,1743,Programación 2,T,ELI,0,por examen,
806,7698 - Lógica y Matemática Discreta,2022-07-11 00:00:00.000,Variant 126,126,1259,Marzo-abril 2021,57858,7698,Lógica y Matemática Discreta,P,ABN,0,por dictado,
806,3836 - Probabilidad y estadística aplicada,2022-07-11 00:00:00.000,Variant 126,126,1263,Marzo-abril 2022,61357,3836,Probabilidad y estadística aplicada,P,ELI,0,por dictado,
806,7698 - Lógica y Matemática Discreta,2022-07-11 00:00:00.000,Variant 126,126,1315,Agosto-setiembre 2021,59683,7698,Lógica y Matemática Discreta,P,ABN,0,por dictado,
751,7687 - Taller de tecnologías 1,2019-07-12 00:00:00.000,Variant 127,127,1216,Marzo-abril 2019,52582,7687,Taller de tecnologías 1,T,APR,98,por dictado,
751,7687 - Taller de tecnologías 1,2019-07-12 00:00:00.000,Variant 127,127,1216,Marzo-abril 2019,52582,7687,Taller de tecnologías 1,P,APR,98,por dictado,
751,1479 - Programación 1,2019-07-22 00:00:00.000,Variant 127,127,1216,Marzo-abril 2019,52580,1479,Programación 1,P,ELI,0,por dictado,
751,1479 - Programación 1,2019-07-22 00:00:00.000,Variant 127,127,1225,Agosto-setiembre 2019,53904,1479,Programación 1,P,ELI,0,por dictado,
751,1479 - Programación 1,2019-07-22 00:00:00.000,Variant 127,127,1235,Marzo-abril 2020,55935,1479,Programación 1,P,ELI,0,por dictado,
751,6402 - Administración general,2019-08-06 00:00:00.000,Variant 127,127,1216,Marzo-abril 2019,52584,6402,Administración general,P,APR,81,por dictado,
751,6402 - Administración general,2019-08-12 00:00:00.000,Variant 127,127,1216,Marzo-abril 2019,52584,6402,Administración general,T,APR,74,por examen,
751,1479 - Programación 1,2019-12-16 00:00:00.000,Variant 127,127,1216,Marzo-abril 2019,52580,1479,Programación 1,P,ELI,0,por dictado,
751,6406 - Fundamentos de sistemas de información,2019-12-16 00:00:00.000,Variant 127,127,1225,Agosto-setiembre 2019,53933,6406,Fundamentos de sistemas de información,P,ABN,0,por dictado,
751,6406 - Fundamentos de sistemas de información,2019-12-16 00:00:00.000,Variant 127,127,1225,Agosto-setiembre 2019,53933,6406,Fundamentos de sistemas de información,P,APR,70,por dictado,
751,1479 - Programación 1,2019-12-16 00:00:00.000,Variant 127,127,1225,Agosto-setiembre 2019,53904,1479,Programación 1,P,ELI,0,por dictado,
751,1479 - Programación 1,2019-12-16 00:00:00.000,Variant 127,127,1235,Marzo-abril 2020,55935,1479,Programación 1,P,ELI,0,por dictado,
751,6406 - Fundamentos de sistemas de información,2020-02-13 00:00:00.000,Variant 127,127,1225,Agosto-setiembre 2019,53933,6406,Fundamentos de sistemas de información,T,ELI,0,por examen,
751,1479 - Programación 1,2020-08-05 00:00:00.000,Variant 127,127,1216,Marzo-abril 2019,52580,1479,Programación 1,P,APR,75,por dictado,
751,1479 - Programación 1,2020-08-05 00:00:00.000,Variant 127,127,1225,Agosto-setiembre 2019,53904,1479,Programación 1,P,APR,75,por dictado,
751,1479 - Programación 1,2020-08-05 00:00:00.000,Variant 127,127,1235,Marzo-abril 2020,55935,1479,Programación 1,P,APR,75,por dictado,
751,1479 - Programación 1,2020-08-12 00:00:00.000,Variant 127,127,1216,Marzo-abril 2019,52580,1479,Programación 1,T,ELI,0,por examen,
751,1479 - Programación 1,2020-08-12 00:00:00.000,Variant 127,127,1225,Agosto-setiembre 2019,53904,1479,Programación 1,T,ELI,0,por examen,
751,1479 - Programación 1,2020-08-12 00:00:00.000,Variant 127,127,1235,Marzo-abril 2020,55935,1479,Programación 1,T,ELI,0,por examen,
751,7109 - Fundamentos de matemática,2020-12-21 00:00:00.000,Variant 127,127,1244,Agosto-setiembre 2020,56789,7109,Fundamentos de matemática,P,APR,78,por dictado,
751,7109 - Fundamentos de matemática,2021-02-10 00:00:00.000,Variant 127,127,1244,Agosto-setiembre 2020,56789,7109,Fundamentos de matemática,T,APR,89,por examen,
751,1479 - Programación 1,2021-03-04 00:00:00.000,Variant 127,127,1216,Marzo-abril 2019,52580,1479,Programación 1,T,ELI,0,por examen,
751,1479 - Programación 1,2021-03-04 00:00:00.000,Variant 127,127,1225,Agosto-setiembre 2019,53904,1479,Programación 1,T,ELI,0,por examen,
751,1479 - Programación 1,2021-03-04 00:00:00.000,Variant 127,127,1235,Marzo-abril 2020,55935,1479,Programación 1,T,ELI,0,por examen,
751,"7680 - Marketing, mercados y productos digitales",2021-07-19 00:00:00.000,Variant 127,127,1259,Marzo-abril 2021,57863,7680,"Marketing, mercados y productos digitales",P,APR,88,por dictado,
751,"7680 - Marketing, mercados y productos digitales",2021-07-19 00:00:00.000,Variant 127,127,1259,Marzo-abril 2021,57863,7680,"Marketing, mercados y productos digitales",T,APR,88,por dictado,
751,6406 - Fundamentos de sistemas de información,2021-08-10 00:00:00.000,Variant 127,127,1225,Agosto-setiembre 2019,53933,6406,Fundamentos de sistemas de información,T,APR,73,por examen,
751,7698 - Lógica y Matemática Discreta,2021-12-14 00:00:00.000,Variant 127,127,1315,Agosto-setiembre 2021,59686,7698,Lógica y Matemática Discreta,P,APR,73,por dictado,
751,1479 - Programación 1,2022-02-07 00:00:00.000,Variant 127,127,1216,Marzo-abril 2019,52580,1479,Programación 1,T,ELI,0,por examen,
751,1479 - Programación 1,2022-02-07 00:00:00.000,Variant 127,127,1225,Agosto-setiembre 2019,53904,1479,Programación 1,T,ELI,0,por examen,
751,1479 - Programación 1,2022-02-07 00:00:00.000,Variant 127,127,1235,Marzo-abril 2020,55935,1479,Programación 1,T,ELI,0,por examen,
751,7698 - Lógica y Matemática Discreta,2022-02-16 00:00:00.000,Variant 127,127,1315,Agosto-setiembre 2021,59686,7698,Lógica y Matemática Discreta,T,ELI,0,por examen,
751,1743 - Programación 2,2022-07-11 00:00:00.000,Variant 127,127,1263,Marzo-abril 2022,61346,1743,Programación 2,P,ELI,0,por dictado,
751,1743 - Programación 2,2022-07-11 00:00:00.000,Variant 127,127,1321,Agosto-setiembre 2022,63167,1743,Programación 2,P,ELI,0,por dictado,
751,1743 - Programación 2,2022-07-11 00:00:00.000,Variant 127,127,1383,Agosto-setiembre 2023,66278,1743,Programación 2,P,ELI,0,por dictado,
751,1743 - Programación 2,2022-12-12 00:00:00.000,Variant 127,127,1263,Marzo-abril 2022,61346,1743,Programación 2,P,ELI,0,por dictado,
751,1743 - Programación 2,2022-12-12 00:00:00.000,Variant 127,127,1321,Agosto-setiembre 2022,63167,1743,Programación 2,P,ELI,0,por dictado,
751,1743 - Programación 2,2022-12-12 00:00:00.000,Variant 127,127,1383,Agosto-setiembre 2023,66278,1743,Programación 2,P,ELI,0,por dictado,
751,1479 - Programación 1,2023-07-26 00:00:00.000,Variant 127,127,1216,Marzo-abril 2019,52580,1479,Programación 1,T,ELI,0,por examen,
751,1479 - Programación 1,2023-07-26 00:00:00.000,Variant 127,127,1225,Agosto-setiembre 2019,53904,1479,Programación 1,T,ELI,0,por examen,
751,1479 - Programación 1,2023-07-26 00:00:00.000,Variant 127,127,1235,Marzo-abril 2020,55935,1479,Programación 1,T,ELI,0,por examen,
751,7698 - Lógica y Matemática Discreta,2023-10-18 00:00:00.000,Variant 127,127,1315,Agosto-setiembre 2021,59686,7698,Lógica y Matemática Discreta,T,APR,94,por examen,
751,1743 - Programación 2,2023-12-08 00:00:00.000,Variant 127,127,1263,Marzo-abril 2022,61346,1743,Programación 2,P,ELI,0,por dictado,
751,1743 - Programación 2,2023-12-08 00:00:00.000,Variant 127,127,1321,Agosto-setiembre 2022,63167,1743,Programación 2,P,ELI,0,por dictado,
751,1743 - Programación 2,2023-12-08 00:00:00.000,Variant 127,127,1383,Agosto-setiembre 2023,66278,1743,Programación 2,P,ELI,0,por dictado,
692,6402 - Administración general,2019-07-25 00:00:00.000,Variant 128,128,1216,Marzo-abril 2019,52602,6402,Administración general,P,APR,89,por dictado,
692,"7680 - Marketing, mercados y productos digitales",2020-07-31 00:00:00.000,Variant 128,128,1235,Marzo-abril 2020,55684,7680,"Marketing, mercados y productos digitales",P,APR,89,por dictado,
692,"7680 - Marketing, mercados y productos digitales",2020-07-31 00:00:00.000,Variant 128,128,1235,Marzo-abril 2020,55684,7680,"Marketing, mercados y productos digitales",P,ABN,0,por dictado,
692,7669 - Fundamentos de Ingeniería  de software,2020-08-05 00:00:00.000,Variant 128,128,1235,Marzo-abril 2020,55685,7669,Fundamentos de Ingeniería  de software,P,APR,86,por dictado,
692,7669 - Fundamentos de Ingeniería  de software,2020-08-05 00:00:00.000,Variant 128,128,1235,Marzo-abril 2020,55685,7669,Fundamentos de Ingeniería  de software,T,APR,86,por dictado,
692,6402 - Administración general,2020-08-20 00:00:00.000,Variant 128,128,1216,Marzo-abril 2019,52602,6402,Administración general,T,APR,98,por examen,
692,"7680 - Marketing, mercados y productos digitales",2020-10-05 00:00:00.000,Variant 128,128,1235,Marzo-abril 2020,55684,7680,"Marketing, mercados y productos digitales",T,APR,95,por examen,
692,7697 - Infraestructura,2020-12-17 00:00:00.000,Variant 128,128,1244,Agosto-setiembre 2020,57048,7697,Infraestructura,P,APR,70,por dictado,
692,3839 - Bases de datos 2,2020-12-21 00:00:00.000,Variant 128,128,1244,Agosto-setiembre 2020,57045,3839,Bases de datos 2,T,APR,89,por dictado,
692,3839 - Bases de datos 2,2020-12-21 00:00:00.000,Variant 128,128,1244,Agosto-setiembre 2020,57045,3839,Bases de datos 2,P,APR,89,por dictado,
692,6406 - Fundamentos de sistemas de información,2020-12-21 00:00:00.000,Variant 128,128,1244,Agosto-setiembre 2020,57037,6406,Fundamentos de sistemas de información,T,APR,86,por dictado,
692,6406 - Fundamentos de sistemas de información,2020-12-21 00:00:00.000,Variant 128,128,1244,Agosto-setiembre 2020,57037,6406,Fundamentos de sistemas de información,P,APR,86,por dictado,
692,7697 - Infraestructura,2021-02-02 00:00:00.000,Variant 128,128,1244,Agosto-setiembre 2020,57048,7697,Infraestructura,T,ELI,0,por examen,
692,7894 - Taller de visualización de datos y storytelling,2021-03-23 00:00:00.000,Variant 128,128,1317,Talleres febrero-marzo 2021,57624,7894,Taller de visualización de datos y storytelling,T,APR,98,por dictado,
692,7894 - Taller de visualización de datos y storytelling,2021-03-23 00:00:00.000,Variant 128,128,1317,Talleres febrero-marzo 2021,57624,7894,Taller de visualización de datos y storytelling,P,APR,98,por dictado,
692,3924 - Diseño de aplicaciones 1,2021-07-19 00:00:00.000,Variant 128,128,1259,Marzo-abril 2021,57864,3924,Diseño de aplicaciones 1,P,APR,80,por dictado,
692,3842 - Bases de datos 3,2021-07-23 00:00:00.000,Variant 128,128,1259,Marzo-abril 2021,57850,3842,Bases de datos 3,T,APR,94,por dictado,
692,3842 - Bases de datos 3,2021-07-23 00:00:00.000,Variant 128,128,1259,Marzo-abril 2021,57850,3842,Bases de datos 3,P,APR,94,por dictado,
692,3924 - Diseño de aplicaciones 1,2021-07-27 00:00:00.000,Variant 128,128,1259,Marzo-abril 2021,57864,3924,Diseño de aplicaciones 1,T,APR,88,por examen,
692,7663 - Comunicación y liderazgo,2021-09-03 00:00:00.000,Variant 128,128,1314,Talleres julio-agosto 2021,59373,7663,Comunicación y liderazgo,P,APR,87,por dictado,
692,7663 - Comunicación y liderazgo,2021-09-03 00:00:00.000,Variant 128,128,1314,Talleres julio-agosto 2021,59373,7663,Comunicación y liderazgo,T,APR,87,por dictado,
692,6343 - Diseño de aplicaciones 2,2021-12-14 00:00:00.000,Variant 128,128,1315,Agosto-setiembre 2021,59695,6343,Diseño de aplicaciones 2,P,APR,81,por dictado,
692,7655 - Análisis y diseño funcional,2021-12-21 00:00:00.000,Variant 128,128,1315,Agosto-setiembre 2021,59697,7655,Análisis y diseño funcional,P,APR,71,por dictado,
692,7655 - Análisis y diseño funcional,2022-02-08 00:00:00.000,Variant 128,128,1315,Agosto-setiembre 2021,59697,7655,Análisis y diseño funcional,T,APR,72,por examen,
692,6343 - Diseño de aplicaciones 2,2022-02-23 00:00:00.000,Variant 128,128,1315,Agosto-setiembre 2021,59695,6343,Diseño de aplicaciones 2,T,ELI,0,por examen,
692,7681 - Métodos cuantitativos para los negocios,2022-07-14 00:00:00.000,Variant 128,128,1263,Marzo-abril 2022,61360,7681,Métodos cuantitativos para los negocios,P,APR,99,por dictado,
692,7681 - Métodos cuantitativos para los negocios,2022-07-14 00:00:00.000,Variant 128,128,1263,Marzo-abril 2022,61360,7681,Métodos cuantitativos para los negocios,T,APR,99,por dictado,
692,7686 - Taller de innovación y emprendedurismo,2022-08-23 00:00:00.000,Variant 128,128,1357,Talleres julio-agosto 2022,62620,7686,Taller de innovación y emprendedurismo,P,APR,87,por dictado,
692,7686 - Taller de innovación y emprendedurismo,2022-08-23 00:00:00.000,Variant 128,128,1357,Talleres julio-agosto 2022,62620,7686,Taller de innovación y emprendedurismo,T,APR,87,por dictado,
692,6343 - Diseño de aplicaciones 2,2022-10-27 00:00:00.000,Variant 128,128,1315,Agosto-setiembre 2021,59695,6343,Diseño de aplicaciones 2,T,APR,85,por examen,
692,6498 - Programación de redes,2022-12-15 00:00:00.000,Variant 128,128,1321,Agosto-setiembre 2022,63250,6498,Programación de redes,P,APR,97,por dictado,
692,6498 - Programación de redes,2022-12-15 00:00:00.000,Variant 128,128,1321,Agosto-setiembre 2022,63250,6498,Programación de redes,T,APR,97,por dictado,
692,7697 - Infraestructura,2023-02-02 00:00:00.000,Variant 128,128,1244,Agosto-setiembre 2020,57048,7697,Infraestructura,T,APR,86,por examen,
692,7674 - Ingeniería de software ágil 1,2023-07-17 00:00:00.000,Variant 128,128,1278,Marzo-abril 2023,64325,7674,Ingeniería de software ágil 1,P,APR,89,por dictado,
692,7674 - Ingeniería de software ágil 1,2023-07-17 00:00:00.000,Variant 128,128,1278,Marzo-abril 2023,64325,7674,Ingeniería de software ágil 1,T,APR,89,por dictado,
692,7674 - Ingeniería de software ágil 1,2023-07-19 00:00:00.000,Variant 128,128,1278,Marzo-abril 2023,64325,7674,Ingeniería de software ágil 1,P,ABN,0,por dictado,
692,7678 - Machine learning para análisis de datos,2023-07-20 00:00:00.000,Variant 128,128,1278,Marzo-abril 2023,64190,7678,Machine learning para análisis de datos,T,APR,94,por dictado,
692,7678 - Machine learning para análisis de datos,2023-07-20 00:00:00.000,Variant 128,128,1278,Marzo-abril 2023,64190,7678,Machine learning para análisis de datos,P,APR,94,por dictado,
692,3856 - Sistemas de soporte de decisión,2023-12-18 00:00:00.000,Variant 128,128,1383,Agosto-setiembre 2023,66314,3856,Sistemas de soporte de decisión,T,APR,90,por dictado,
692,3856 - Sistemas de soporte de decisión,2023-12-18 00:00:00.000,Variant 128,128,1383,Agosto-setiembre 2023,66314,3856,Sistemas de soporte de decisión,P,APR,90,por dictado,
692,7699 - Taller de seguridad informática,2024-03-18 00:00:00.000,Variant 128,128,1401,Talleres febrero-marzo 2024,67820,7699,Taller de seguridad informática,P,APR,89,por dictado,
692,7699 - Taller de seguridad informática,2024-03-18 00:00:00.000,Variant 128,128,1401,Talleres febrero-marzo 2024,67820,7699,Taller de seguridad informática,T,APR,89,por dictado,
692,3861 - Proyecto,2024-06-06 00:00:00.000,Variant 128,128,1384,Agosto 2023-Proyecto semestral,66552,3861,Proyecto,P,APR,92,por dictado,
692,3861 - Proyecto,2024-06-06 00:00:00.000,Variant 128,128,1384,Agosto 2023-Proyecto semestral,66552,3861,Proyecto,T,APR,92,por dictado,
692,6415 - Estrategia de negocios,2024-07-04 00:00:00.000,Variant 128,128,1279,Marzo-abril 2024,67975,6415,Estrategia de negocios,P,APR,91,por dictado,
692,6415 - Estrategia de negocios,2024-07-04 00:00:00.000,Variant 128,128,1279,Marzo-abril 2024,67975,6415,Estrategia de negocios,T,APR,91,por dictado,
692,7666 - Desarrollo de productos de base tecnológica,2024-07-05 00:00:00.000,Variant 128,128,1279,Marzo-abril 2024,67973,7666,Desarrollo de productos de base tecnológica,T,APR,93,por dictado,
692,7666 - Desarrollo de productos de base tecnológica,2024-07-05 00:00:00.000,Variant 128,128,1279,Marzo-abril 2024,67973,7666,Desarrollo de productos de base tecnológica,P,APR,93,por dictado,
692,8455 - Infraestructura en la nube 1,2024-07-10 00:00:00.000,Variant 128,128,1279,Marzo-abril 2024,68895,8455,Infraestructura en la nube 1,T,APR,92,por dictado,
692,8455 - Infraestructura en la nube 1,2024-07-10 00:00:00.000,Variant 128,128,1279,Marzo-abril 2024,68895,8455,Infraestructura en la nube 1,P,APR,92,por dictado,
692,7715 - Herramientas de software para Big Data,2024-07-15 00:00:00.000,Variant 128,128,1279,Marzo-abril 2024,67974,7715,Herramientas de software para Big Data,P,APR,92,por dictado,
692,7715 - Herramientas de software para Big Data,2024-07-15 00:00:00.000,Variant 128,128,1279,Marzo-abril 2024,67974,7715,Herramientas de software para Big Data,T,APR,92,por dictado,
692,3838 - Redes,2024-12-12 00:00:00.000,Variant 128,128,1422,Agosto-setiembre 2024,70278,3838,Redes,P,APR,79,por dictado,
692,3838 - Redes,2024-12-12 00:00:00.000,Variant 128,128,1422,Agosto-setiembre 2024,70278,3838,Redes,T,APR,79,por dictado,
692,6852 - Emprendimientos dinámicos,2024-12-19 00:00:00.000,Variant 128,128,1422,Agosto-setiembre 2024,71086,6852,Emprendimientos dinámicos,P,APR,80,por dictado,
692,6852 - Emprendimientos dinámicos,2024-12-19 00:00:00.000,Variant 128,128,1422,Agosto-setiembre 2024,71086,6852,Emprendimientos dinámicos,T,APR,80,por dictado,
692,6411 - Finanzas y valoración de proyectos,2024-12-19 00:00:00.000,Variant 128,128,1422,Agosto-setiembre 2024,70289,6411,Finanzas y valoración de proyectos,P,APR,97,por dictado,
692,6411 - Finanzas y valoración de proyectos,2024-12-19 00:00:00.000,Variant 128,128,1422,Agosto-setiembre 2024,70289,6411,Finanzas y valoración de proyectos,T,APR,97,por dictado,
692,7658 - Arquitecturas empresariales,2024-12-26 00:00:00.000,Variant 128,128,1422,Agosto-setiembre 2024,70290,7658,Arquitecturas empresariales,T,APR,83,por dictado,
692,7658 - Arquitecturas empresariales,2024-12-26 00:00:00.000,Variant 128,128,1422,Agosto-setiembre 2024,70290,7658,Arquitecturas empresariales,P,APR,83,por dictado,
821,7687 - Taller de tecnologías 1,2019-07-15 00:00:00.000,Variant 129,129,1216,Marzo-abril 2019,52572,7687,Taller de tecnologías 1,P,APR,81,por dictado,
821,7687 - Taller de tecnologías 1,2019-07-15 00:00:00.000,Variant 129,129,1216,Marzo-abril 2019,52572,7687,Taller de tecnologías 1,T,APR,81,por dictado,
821,1479 - Programación 1,2019-07-22 00:00:00.000,Variant 129,129,1216,Marzo-abril 2019,52571,1479,Programación 1,P,ELI,0,por dictado,
821,1479 - Programación 1,2019-07-22 00:00:00.000,Variant 129,129,1225,Agosto-setiembre 2019,54349,1479,Programación 1,P,ELI,0,por dictado,
821,1479 - Programación 1,2019-07-22 00:00:00.000,Variant 129,129,1235,Marzo-abril 2020,55919,1479,Programación 1,P,ELI,0,por dictado,
821,1479 - Programación 1,2019-12-16 00:00:00.000,Variant 129,129,1216,Marzo-abril 2019,52571,1479,Programación 1,P,ELI,0,por dictado,
821,1479 - Programación 1,2019-12-16 00:00:00.000,Variant 129,129,1225,Agosto-setiembre 2019,54349,1479,Programación 1,P,ELI,0,por dictado,
821,1479 - Programación 1,2019-12-16 00:00:00.000,Variant 129,129,1235,Marzo-abril 2020,55919,1479,Programación 1,P,ELI,0,por dictado,
821,6402 - Administración general,2019-12-19 00:00:00.000,Variant 129,129,1225,Agosto-setiembre 2019,53907,6402,Administración general,P,APR,79,por dictado,
821,6402 - Administración general,2020-02-20 00:00:00.000,Variant 129,129,1225,Agosto-setiembre 2019,53907,6402,Administración general,T,APR,83,por examen,
821,1479 - Programación 1,2020-08-04 00:00:00.000,Variant 129,129,1216,Marzo-abril 2019,52571,1479,Programación 1,P,APR,74,por dictado,
821,1479 - Programación 1,2020-08-04 00:00:00.000,Variant 129,129,1225,Agosto-setiembre 2019,54349,1479,Programación 1,P,APR,74,por dictado,
821,1479 - Programación 1,2020-08-04 00:00:00.000,Variant 129,129,1235,Marzo-abril 2020,55919,1479,Programación 1,P,APR,74,por dictado,
821,7109 - Fundamentos de matemática,2020-08-06 00:00:00.000,Variant 129,129,1235,Marzo-abril 2020,55921,7109,Fundamentos de matemática,P,APR,72,por dictado,
821,1479 - Programación 1,2020-08-12 00:00:00.000,Variant 129,129,1216,Marzo-abril 2019,52571,1479,Programación 1,T,ELI,0,por examen,
821,1479 - Programación 1,2020-08-12 00:00:00.000,Variant 129,129,1225,Agosto-setiembre 2019,54349,1479,Programación 1,T,ELI,0,por examen,
821,1479 - Programación 1,2020-08-12 00:00:00.000,Variant 129,129,1235,Marzo-abril 2020,55919,1479,Programación 1,T,ELI,0,por examen,
